1 , 3462
101 , 133684
201 , 290313
301 , 385000
401 , 316383
501 , 73346
601 , 106082
701 , 105018
801 , 72945
901 , 85198
1001 , 100015
1101 , 101845
1201 , 116679
1301 , 126128
1401 , 130909
1501 , 146541
1601 , 163394
1701 , 166444
1801 , 183266
1901 , 114817
2001 , 103327
2101 , 111581
2201 , 116541
2301 , 118898
2401 , 127100
2501 , 131275
2601 , 136168
2701 , 139584
2801 , 144279
2901 , 168694
3001 , 164128
3101 , 164038
3201 , 174665
3301 , 195801
3401 , 186830
3501 , 248589
3601 , 256346
3701 , 204608
3801 , 206580
3901 , 213961
4001 , 219758
4101 , 230032
4201 , 234048
4301 , 237663
4401 , 254133
4501 , 255250
4601 , 261456
4701 , 260013
4801 , 272431
4901 , 280141
5001 , 282355
5101 , 287864
5201 , 316529
5301 , 306091
5401 , 310051
5501 , 312202
5601 , 323751
5701 , 325164
5801 , 332007
5901 , 336553
6001 , 342563
6101 , 452968
6201 , 372415
6301 , 356301
6401 , 462213
6501 , 383321
6601 , 386756
6701 , 392138
6801 , 399238
6901 , 412116
7001 , 413548
7101 , 416423
7201 , 426478
7301 , 434729
7401 , 433039
7501 , 582459
7601 , 577451
7701 , 458740
7801 , 460444
7901 , 476933
8001 , 486445
8101 , 485868
8201 , 487397
8301 , 489645
8401 , 507705
8501 , 511797
8601 , 593996
8701 , 524122
8801 , 514104
8901 , 534974
9001 , 549260
9101 , 560206
9201 , 550666
9301 , 569780
9401 , 563709
9501 , 585927
9601 , 752663
9701 , 630219
9801 , 590186
9901 , 600887
10001 , 605893
10101 , 613547
10201 , 618075
10301 , 625375
10401 , 638416
10501 , 651498
10601 , 649181
10701 , 652137
10801 , 662325
10901 , 664745
11001 , 671478
11101 , 688361
11201 , 696632
11301 , 698895
11401 , 699250
11501 , 715368
11601 , 714926
11701 , 745693
11801 , 720828
11901 , 740591
12001 , 768128
12101 , 737340
12201 , 758853
12301 , 760230
12401 , 761272
12501 , 791610
12601 , 781555
12701 , 790355
12801 , 1016861
12901 , 1017701
13001 , 804507
13101 , 832086
13201 , 843601
13301 , 833994
13401 , 840053
13501 , 844092
13601 , 863321
13701 , 866314
13801 , 880194
13901 , 882452
14001 , 891431
14101 , 885150
14201 , 882168
14301 , 896322
14401 , 915997
14501 , 920213
14601 , 931479
14701 , 934393
14801 , 934703
14901 , 926884
15001 , 960960
15101 , 943691
15201 , 964753
15301 , 963552
15401 , 954217
15501 , 986622
15601 , 991806
15701 , 998464
15801 , 999727
15901 , 1005087
16001 , 1020784
16101 , 1026661
16201 , 1049120
16301 , 1051813
16401 , 1048413
16501 , 1051540
16601 , 1071643
16701 , 1066685
16801 , 1070411
16901 , 1094095
17001 , 1090834
17101 , 1087386
17201 , 1105100
17301 , 1120578
17401 , 1122173
17501 , 1119833
17601 , 1147822
17701 , 1128183
17801 , 1157702
17901 , 1128019
18001 , 1158012
18101 , 1170134
18201 , 1164212
18301 , 1183805
18401 , 1190615
18501 , 1181887
18601 , 1202447
18701 , 1216186
18801 , 1235446
18901 , 1204652
19001 , 1220625
19101 , 1237971
19201 , 1255725
19301 , 1243792
19401 , 1252611
19501 , 1257473
19601 , 1248229
19701 , 1275880
19801 , 1280376
19901 , 1302473
20001 , 1333973
20101 , 1311102
20201 , 1318684
20301 , 1311315
20401 , 1302315
20501 , 1343723
20601 , 1337391
20701 , 1353993
20801 , 1355458
20901 , 1352769
21001 , 1392574
21101 , 1381422
21201 , 1377761
21301 , 1385539
21401 , 1427209
21501 , 1384382
21601 , 1432146
21701 , 1398783
21801 , 1455393
21901 , 1422752
22001 , 1419620
22101 , 1434477
22201 , 1428510
22301 , 1448994
22401 , 1480493
22501 , 1473103
22601 , 1458267
22701 , 1489948
22801 , 1495686
22901 , 1466637
23001 , 1465934
23101 , 1514595
23201 , 1494284
23301 , 1546285
23401 , 1537358
23501 , 1556320
23601 , 1537011
23701 , 1570532
23801 , 1555099
23901 , 1576987
24001 , 1572018
24101 , 1610940
24201 , 1600283
24301 , 1624780
24401 , 1616653
24501 , 1622139
24601 , 1631758
24701 , 1634164
24801 , 1644570
24901 , 1658447
25001 , 1649608
25101 , 1674302
25201 , 1646193
25301 , 1676889
25401 , 1680011
25501 , 1736622
25601 , 1688597
25701 , 1676103
25801 , 1690765
