1 , 2112
101 , 71179
201 , 402197
301 , 188115
401 , 89464
501 , 40500
601 , 53032
701 , 59123
801 , 73941
901 , 82622
1001 , 124710
1101 , 99751
1201 , 115009
1301 , 176834
1401 , 231565
1501 , 217951
1601 , 222584
1701 , 160715
1801 , 143056
1901 , 119248
2001 , 103665
2101 , 110563
2201 , 113889
2301 , 149757
2401 , 122689
2501 , 131908
2601 , 137054
2701 , 142608
2801 , 145712
2901 , 160618
3001 , 187301
3101 , 206743
3201 , 171419
3301 , 177737
3401 , 180618
3501 , 188544
3601 , 191654
3701 , 219465
3801 , 216679
3901 , 226013
4001 , 215781
4101 , 224874
4201 , 226877
4301 , 236584
4401 , 245472
4501 , 245515
4601 , 260839
4701 , 335097
4801 , 358501
4901 , 371097
5001 , 361203
5101 , 476663
5201 , 394247
5301 , 399834
5401 , 400603
5501 , 424688
5601 , 394748
5701 , 426523
5801 , 335209
5901 , 339124
6001 , 348163
6101 , 475699
6201 , 362231
6301 , 361081
6401 , 458649
6501 , 395469
6601 , 385185
6701 , 386656
6801 , 408215
6901 , 411129
7001 , 411846
7101 , 490602
7201 , 427102
7301 , 421994
7401 , 457285
7501 , 541731
7601 , 540330
7701 , 562377
7801 , 600989
7901 , 595913
8001 , 642978
8101 , 621614
8201 , 640938
8301 , 637420
8401 , 644895
8501 , 652860
8601 , 651999
8701 , 671614
8801 , 692741
8901 , 698447
9001 , 618936
9101 , 545105
9201 , 718299
9301 , 570687
9401 , 562863
9501 , 560594
9601 , 587346
9701 , 595367
9801 , 616069
9901 , 591469
10001 , 615975
10101 , 616398
10201 , 628188
10301 , 625475
10401 , 638005
10501 , 626262
10601 , 644532
10701 , 842782
10801 , 665791
10901 , 669279
11001 , 691641
11101 , 682670
11201 , 683130
11301 , 688267
11401 , 722729
11501 , 748080
11601 , 723596
11701 , 723600
11801 , 726990
11901 , 823207
12001 , 740016
12101 , 754535
12201 , 808196
12301 , 775056
12401 , 767487
12501 , 793580
12601 , 781514
12701 , 794259
12801 , 1016297
12901 , 1010851
13001 , 983140
13101 , 874219
13201 , 818626
13301 , 895204
13401 , 838955
13501 , 852146
13601 , 843485
13701 , 851558
13801 , 859036
13901 , 842161
14001 , 1031805
14101 , 865945
14201 , 911015
14301 , 914792
14401 , 892136
14501 , 902199
14601 , 924751
14701 , 921081
14801 , 937806
14901 , 936570
15001 , 1075940
15101 , 962134
15201 , 1047335
15301 , 975993
15401 , 977924
15501 , 958793
15601 , 984136
15701 , 990816
15801 , 1048154
15901 , 1091496
16001 , 1011755
16101 , 1033274
16201 , 1042568
16301 , 1016878
16401 , 1042765
16501 , 1047841
16601 , 1040659
16701 , 1346132
16801 , 1046796
16901 , 1173847
17001 , 1080356
17101 , 1074235
17201 , 1199101
17301 , 1102128
17401 , 1104727
17501 , 1394322
17601 , 1141703
17701 , 1117125
17801 , 1151887
17901 , 1135880
18001 , 1136700
18101 , 1167916
18201 , 1214410
18301 , 1250503
18401 , 1189180
18501 , 1187849
18601 , 1189474
18701 , 1190314
18801 , 1213418
18901 , 1191668
19001 , 1329997
19101 , 1238457
19201 , 1252067
19301 , 1218850
19401 , 1247982
19501 , 1246258
19601 , 1251876
19701 , 1369430
19801 , 1327461
19901 , 1293946
20001 , 1280635
20101 , 1300012
20201 , 1287105
20301 , 1342180
20401 , 1353101
20501 , 1383164
20601 , 1313095
20701 , 1313963
20801 , 1354221
20901 , 1333908
21001 , 1468691
21101 , 1337806
21201 , 1390961
21301 , 1352271
21401 , 1389322
21501 , 1496871
21601 , 1399555
21701 , 1422339
21801 , 1450148
21901 , 1405509
22001 , 1433585
22101 , 1421208
22201 , 1468859
22301 , 1577525
22401 , 1489561
22501 , 1465480
22601 , 1459446
22701 , 1462297
22801 , 1494882
22901 , 1557722
23001 , 1521115
23101 , 1521360
23201 , 1521989
23301 , 1537170
23401 , 1545453
23501 , 1576586
23601 , 1555620
23701 , 1544441
23801 , 1550777
23901 , 1609114
24001 , 1699917
24101 , 1618121
24201 , 1575422
24301 , 1580700
24401 , 1587943
24501 , 1588947
24601 , 1678795
24701 , 1638811
24801 , 1623860
24901 , 1661245
25001 , 1776007
25101 , 1773882
25201 , 1709436
25301 , 1671863
25401 , 1665300
25501 , 1776312
25601 , 1806181
25701 , 1691051
25801 , 1703509
25901 , 1763667
26001 , 1737952
26101 , 1795269
26201 , 1747263
26301 , 1731860
26401 , 1726261
26501 , 1739468
26601 , 1786572
26701 , 1771278
26801 , 1773712
26901 , 1781113
27001 , 1803101
27101 , 1856360
27201 , 1796562
27301 , 1784231
27401 , 1838598
27501 , 1788578
27601 , 1924452
27701 , 1879753
27801 , 1834523
27901 , 1840528
28001 , 1919685
28101 , 1952493
28201 , 1926387
28301 , 1897088
28401 , 1855919
28501 , 1886079
28601 , 1966879
